bandwidth,centrality,local_time,Instance,Edges,Nodes,Global Time (s)
1652,Harmonic Centrality,0.010749578475952148,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1870,Harmonic Centrality,0.010667562484741211,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1616,Harmonic Centrality,0.011137723922729492,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1646,Harmonic Centrality,0.012156009674072266,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1871,Harmonic Centrality,0.010935544967651367,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1692,Harmonic Centrality,0.011168718338012695,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1730,Harmonic Centrality,0.010821819305419922,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1729,Harmonic Centrality,0.011402130126953125,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1697,Harmonic Centrality,0.010699748992919922,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1912,Harmonic Centrality,0.010736465454101562,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1457,Harmonic Centrality,0.011328697204589844,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1717,PageRank,0.01112985610961914,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1675,PageRank,0.010891437530517578,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1681,PageRank,0.3285801410675049,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1695,PageRank,0.010779857635498047,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1747,PageRank,0.011693000793457031,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1682,PageRank,0.01089334487915039,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1542,PageRank,0.010887384414672852,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1686,PageRank,0.010815620422363281,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1742,PageRank,0.01084446907043457,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1592,PageRank,0.011224031448364258,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1679,PageRank,0.010816097259521484,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
1725,PageRank,0.01071023941040039,vsp_bump2_e18_aa01_model1_crew1,9169,2000,29.672577619552612
